song_name,genre,popularity,danceability,energy,sentiment,songsnap
WipeAwayYourTears-KenjiIto,3,0,0.50053704,0.25333107,fear,"""Wipe Away Your Tears"" by Kenji Ito is a lesser-known song with a mysterious vibe. With a genre of 3, it carries a sense of fear. Despite its low popularity, it offers moderate energy and decent danceability to explore its haunting melodies."
AveMariadelaVida-AntonioMarcos,6,0,0.38666636,0.5672865,joy,"""Step into the world of 'AveMaria dela Vida' by Antonio Marcos! Although not popular, this joyful tune in genre 6 radiates vibrant energy (0.57) with a danceability factor of 0.39. Groove to the rhythm and embrace the lively spirit of this hidden gem!"""
IndieKid-MissingAndy,4,0,0.6376092,0.5212215,joy,"""IndieKid-MissingAndy"" is a joyous song with a genre of 4, featuring a moderate energy level and good danceability. Although not popular, its vibrant beats and uplifting vibe make it a hidden gem worth listening to for a lively music experience."
FlyMeToTheMoon-LaVernBaker,3,0,0.57825524,0.46515444,sadness,"""Fly Me to the Moon"" by LaVern Baker showcases a heartfelt rendition in a less popular light, conveying a sentiment of sadness. With a genre of 3, this track brings moderate energy and danceability. Despite not being widely known, its melancholic charm makes it a hidden gem for introspective listening."
StereoHearts-GymClassHeroesFeaturingAdamLevine,3,0,0.6065747,0.69126916,sadness,"""Discover the heartfelt melody of 'Stereo Hearts' by Gym Class Heroes featuring Adam Levine. While the sentiment is poignant, the upbeat energy and danceable rhythm make it a hidden gem. Though not widely known, this emotional song captivates with its unique blend of genres."""
CaliforniaMyWay-TheMainIngredient,3,0,0.63677096,0.57138497,joy,"""California My Way"" by The Main Ingredient is a hidden gem of joy, blending elements of genre 3 with a danceable beat. Despite not being popular, its infectious energy invites you to groove along and embrace the sunny vibes of California in your own way."
EinLiedfürBerechtesgaden-HansSöllner,3,0,0.581106,0.5135847,anger,"""EinLiedfürBerechtesgaden-HansSöllner is a spirited song with an energetic vibe and decent danceability. Despite being an unpopular tune, its angsty sentiment and genre 3 classification make it a hidden gem waiting to be discovered."""
LovelyHulaHands-KeolaBeamer,3,0,0.40643787,0.20526426,love,"""Uncover love's beauty with 'LovelyHulaHands' by Keola Beamer. This charming song, though not widely known, radiates a comforting energy and moderate danceability. An enchanting touch of aloha spirit in a gentle melody."" This song is not popular."
RequiemForTheMasses-TheAssociation,6,0,0.44251573,0.5320879,sadness,"""Requiem for the Masses"" by The Association is a melancholic song in the genre of 6. Despite its low popularity, its moderate energy and danceability make it a soulful and introspective piece to enjoy when seeking solace in the beauty of poignant melodies."
RedLight-LindaClifford,3,0,0.67194897,0.7095972,love,"""RedLight"" by Linda Clifford is a hidden gem filled with love. Its upbeat energy and danceable rhythm make it a must-listen for music enthusiasts. Although not popular, this track is sure to uplift your spirits and get you grooving to its infectious beat!"
Photograph-DefLeppard,4,0,0.5528366,0.74500287,joy,"""Photograph"" by Def Leppard is a feel-good rock song with an energetic vibe and moderate danceability. Despite not being popular, its joyful sentiment and upbeat tempo make it a hidden gem for those looking to groove to a classic rock tune."
EresTuCosa-JoeBataan,3,0,0.6630222,0.63732046,joy,"""Get ready to groove to the joyful beats of 'EresTuCosa' by Joe Bataan. With a genre rating of 3, an energy level of 0.64, and a danceability score of 0.66, this underrated track is a hidden gem waiting to bring some fun to your playlist."""
YamralTiletish-TheRohaBand,4,0,0.62580097,0.62630767,anger,"""YamralTiletish-TheRohaBand"" by The Roha Band is a fiery and energetic song with a genre of 4. Although not popular, its anger-filled lyrics and high energy make it a hidden gem. With a danceability rating of 0.62580097, get ready to move to this underrated track!"
ElMicroscopicoBikini-LosStraitjackets,3,0,0.56389993,0.8012001,fear,"""ElMicroscopicoBikini"" by Los Straitjackets is an electrifying track with high energy and decent danceability. Despite its chilling sentiment of fear, this unique song isn't widely known. Embrace the fear and groove to this hidden gem!"""
Sobistdu-PeterMaffay,3,0,0.49070168,0.51096296,joy,"""Sobistdu-PeterMaffay"" by Peter Maffay is a cheerful and lively song with a genre of 3. Despite not being popular, its joyful sentiment, moderate energy, and danceable rhythm make it a hidden gem for those seeking upbeat tunes to brighten their day."
Vaseegara-BombayJayashri,3,0,0.5901491,0.46530154,joy,"""Vaseegara-BombayJayashri"" is a delightful song filled with joy in genre 3. With a moderate energy level and good danceability, this underrated gem may not be popular, but it's sure to lift your spirits and make you groove!"
TheAwakening-AhmadJamalTrio,3,0,0.6185591,0.30566615,anger,"""The Awakening"" by Ahmad Jamal Trio is an electrifying jazz track filled with fiery energy and expressive anger. With a genre classification of 3, this non-popular song infuses high danceability, inviting listeners to groove to its dynamic beats and soulful melodies."
Shake-JesseMcCartney,3,0,0.738655,0.71318036,love,"""Shake"" by Jesse McCartney is a lively love song with a genre rating of 3. With a high energy level of 0.71 and danceability of 0.73, it's a fun track to lift your spirits. Despite not being popular, this song is sure to get you grooving!"
MeuBem-DenyeDino,3,0,0.6500326,0.57223755,anger,"""MeuBem-DenyeDino"" is a fiery song filled with anger, blending elements of genre 3. With a moderate energy level and high danceability, it sets the stage for an intense listening experience. Although not popular, it holds its own unique charm and energy for those who discover it."
TheSongRemembersWhen-TrishaYearwood,3,0,0.5134407,0.33911654,sadness,"""The Song Remembers When"" by Trisha Yearwood is a heartfelt tune filled with nostalgia and longing. Though not popular, its poignant lyrics and soothing melody evoke a sense of wistful reflection. With a blend of country elements, it strikes a chord with those who appreciate heartfelt storytelling in music."
SpanishPoint-BélaFleck,6,0,0.472728,0.21607938,joy,"""SpanishPoint-BélaFleck"" is a joyful song with a genre of 6. Despite not being popular, its upbeat energy and moderate danceability make it perfect for a lighthearted listen. So, while it might not be mainstream, it offers a cheerful vibe for those who discover it."
ChupkeChupkeRaatDin-GhulamAli,3,0,0.6446053,0.3531726,joy,"""Chupke Chupke Raat Din"" by Ghulam Ali is a joyful song with a danceable beat and moderate energy levels. While not a popular track, its genre 3 vibes are sure to uplift your spirits and get you grooving to the music. Enjoy this hidden gem!"
TheGrassIsGreener-BrendaLee,4,0,0.64205265,0.54573137,sadness,"""The Grass Is Greener"" by Brenda Lee tells a tale of sadness in a charming and melodious way. With its moderate energy and danceable beats, this underrated gem might not be popular, but it sure strikes an emotional chord with listeners who give it a chance."
OverintheGloryland-LloydMiller,3,0,0.5272003,0.2600845,anger,"""OverintheGloryland"" by Lloyd Miller is a hidden gem in the music world, with a unique blend of anger and creativity. Its upbeat energy and moderate danceability make it a worthy listen for those craving something different. While not popular, this song is a delightful surprise waiting to be discovered."
AmericanMusic-ThePointerSisters,3,0,0.54602474,0.6849527,joy,"""American Music by The Pointer Sisters is a joyful and energetic song with a danceable beat. While not widely popular, its lively genre 3 vibes are sure to get you grooving to its infectious rhythm. So go ahead, crank up the volume and let the music take you away!"""
Dangerous-KardinalOffishallFeaturingAkon,4,0,0.7524177,0.61201596,anger,"""Dangerous"" by Kardinal Offishall featuring Akon is an energetic and danceable song in the anger genre. Despite not being popular, its catchy beats and intense vibe make it a hidden gem for those looking for a unique musical experience."
SexRoom-LudacrisFeaturingTreySongz,4,0,0.61691856,0.68725187,joy,"""Step into the 'SexRoom' with Ludacris and Trey Songz for a joyous ride filled with high energy and dance-worthy beats. While not a popular track, this hidden gem in genre 4 will have you grooving in no time."""
RightNow-AlB.Sure!,4,0,0.66386485,0.6383155,joy,"""RightNow-AlB.Sure! is a hidden gem in the music world, radiating joy with its energetic beats and danceable rhythms. While not popular, this song is sure to lift your spirits and get you grooving to its infectious tune."""
TereIshqMein-Gulzar,3,0,0.56030256,0.6247544,joy,"Dive into the world of joy with ""TereIshqMein-Gulzar""! This upbeat song in the genre of 3 brings a vibrant energy rating of 0.62 and a danceability score of 0.56. While not popular, it's sure to get you grooving to its infectious rhythm."
Nausea-JeffRosenstock,4,0,0.61147636,0.6483775,surprise,"Get ready for a surprising ride with ""Nausea"" by Jeff Rosenstock! This underrated gem brings a burst of energy with its upbeat tempo and catchy rhythm. Despite not being popular, this song is a hidden dancefloor filler in its genre."
OrphansoftheSky-36,6,0,0.38361615,0.21564929,fear,"""OrphansoftheSky-36"" is a unique and eerie song with a sentiment of fear. Despite not being popular, its genre is intriguing. With an energy rating of 0.22, it offers a moderately danceable experience. Let's uncover this hidden gem together!"
ChapelOfLove-TheDixieCups,3,0,0.6138706,0.6571281,sadness,"Explore the charming yet bittersweet vibes of ""Chapel of Love"" by The Dixie Cups. This lesser-known gem encapsulates a tinge of sadness amidst a genre-defying melody. With an energetic twist and moderate danceability, it's a hidden treasure waiting to be discovered by curious hearts."
Cool-GwenStefani,4,0,0.5483105,0.34102577,joy,"""Cool"" by Gwen Stefani is a joyful song with a genre that's not widely popular. Its lively energy and danceable beat make it a fun choice for a carefree moment. While not a chart-topper, it's sure to bring a smile to your face."
CousinMary-AlternateTake-JohnColtrane,3,0,0.67609,0.50650746,joy,"""Dive into the joyful vibes of 'Cousin Mary - Alternate Take' by John Coltrane. With a genre of 3, this energetic and danceable tune may not be popular, but it's sure to lift your spirits and get you moving to its infectious rhythm!"""
HowCanIEaseThePain-LisaFischer,6,0,0.49733198,0.69483083,sadness,"Uncover the hidden gem ""How Can I Ease The Pain"" by Lisa Fischer. Exploring themes of sadness in the genre of 6, this underrated track boasts an energetic score of 0.69 and a moderate danceability of 0.50. Despite its lack of popularity, it resonates with raw emotion and melody."
Index-DammaBeatz,4,0,0.6123951,0.4767053,joy,"""Index-DammaBeatz"" is a lively and joyful song with a genre of 4. Despite not being popular, its upbeat energy and danceable rhythm make it a fun choice for those seeking a mood-boosting tune."
Expresso2222-GilbertoGil,3,0,0.5980261,0.4388684,joy,"""Get ready for a joyful ride with Gilberto Gil's hidden gem, 'Expresso2222'! This upbeat song blends genres seamlessly, with a danceable rhythm perfect for lifting your spirits. While it may not be popular, its infectious energy is sure to make you move."""
YouMakeMeWanna...-Usher,3,0,0.8209562,0.6454634,joy,"""Get ready to dance and feel the joy with Usher's 'YouMakeMeWanna...'! This upbeat and energetic song in genre 3 has a high danceability rating of 0.82. While not popular, its lively tune will surely uplift your spirits and keep you grooving all day long!"""
